Group Name,Project Name,Tool,Scanner Name,Status,Vulnerability,Details,Additional Info,Severity,CVE,CWE,Other Identifiers,Detected At,Location,Activity,Comments,Full Path,CVSS Vectors,Dismissal Reason,Vulnerability ID
Code-Scanning-Toolset,Translation,sast,Semgrep,detected,Use of a broken or risky cryptographic algorithm,"The application was found using an insecure or risky digest or signature algorithm. MD2, MD4,\n MD5  and SHA1 hash algorithms have been found to be vulnerable to producing collisions.\n\nThis means\nthat two different values, when hashed, can lead to the same hash value. If the application is\ntrying\nto use these hash methods for storing passwords, then it is recommended to switch to a\npassword hashing\nalgorithm such as Argon2id or PBKDF2.\n\nNote that the `Crypto` and `Cryptodome` Python packages are no longer recommended for\nnew applications, instead consider using the [cryptography](https://cryptography.io/) package.\n\nExample of creating a SHA-384 hash using the `cryptography` package:\n```\nfrom cryptography.hazmat.primitives import hashes\n# Create a SHA384 digest\ndigest = hashes.Hash(hashes.SHA384())\n# Update the digest with some initial data\ndigest.update(b""some data to hash"")\n# Add more data to the digest\ndigest.update(b""some more data"")\n# Finalize the digest as bytes\nresult = digest.finalize()\n```\n\nFor more information on secure password storage see OWASP:\n- https://cheatsheetseries.owasp.org/cheatsheets/Password_Storage_Cheat_Sheet.html\n\nFor more information on the cryptography module see:\n- https://cryptography.io/en/latest/\n",,medium,,CWE-327,"""A3:2017 - Sensitive Data Exposure""; ""Bandit Test ID B303""; ""A02:2021 - Cryptographic Failures""; bandit.B303-1",2026-05-26 10:16:49 UTC,"{""file""=>""src/doctranslator/pdfminer/pdfdocument.py"", ""start_line""=>496}",false,"",code-scanning-toolset/translation/98415,"",,98415
Code-Scanning-Toolset,Translation,sast,Semgrep,detected,Improper check for unusual or exceptional conditions,"The application was found using `assert` in non-test code. Usually reserved for debug and test\ncode, the `assert`\nfunction is commonly used to test conditions before continuing execution. However, enclosed\ncode will be removed\nwhen compiling Python code to optimized byte code. Depending on the assertion and subsequent\nlogic, this could\nlead to undefined behavior of the application or application crashes.\n\nTo remediate this issue, remove the `assert` calls. If necessary, replace them with either `if`\nconditions or\n`try/except` blocks.\n\nExample using `try/except` instead of `assert`:\n```\n# Below try/except is equal to the assert statement of:\n# assert user.is_authenticated(), ""user must be authenticated""\ntry:\n    if not user.is_authenticated():\n        raise AuthError(""user must be authenticated"")\nexcept AuthError as e:\n    # Handle error\n    # ...\n    # Return, do not continue processing\n    return\n```\n",,info,,CWE-754,"bandit.B101; ""A6:2017 - Security Misconfiguration""; ""A05:2021 - Security Misconfiguration""; ""Bandit Test ID B101""",2026-05-26 10:16:49 UTC,"{""file""=>""src/doctranslator/format/pdf/document_il/midend/typesetting.py"", ""end_line""=>112, ""start_line""=>110}",false,"",code-scanning-toolset/translation/98416,"",,98416
Code-Scanning-Toolset,Translation,sast,Semgrep,detected,Improper check for unusual or exceptional conditions,"The application was found using `assert` in non-test code. Usually reserved for debug and test\ncode, the `assert`\nfunction is commonly used to test conditions before continuing execution. However, enclosed\ncode will be removed\nwhen compiling Python code to optimized byte code. Depending on the assertion and subsequent\nlogic, this could\nlead to undefined behavior of the application or application crashes.\n\nTo remediate this issue, remove the `assert` calls. If necessary, replace them with either `if`\nconditions or\n`try/except` blocks.\n\nExample using `try/except` instead of `assert`:\n```\n# Below try/except is equal to the assert statement of:\n# assert user.is_authenticated(), ""user must be authenticated""\ntry:\n    if not user.is_authenticated():\n        raise AuthError(""user must be authenticated"")\nexcept AuthError as e:\n    # Handle error\n    # ...\n    # Return, do not continue processing\n    return\n```\n",,info,,CWE-754,"bandit.B101; ""A6:2017 - Security Misconfiguration""; ""A05:2021 - Security Misconfiguration""; ""Bandit Test ID B101""",2026-05-26 10:16:49 UTC,"{""file""=>""src/doctranslator/pdfminer/ccitt.py"", ""start_line""=>60}",false,"",code-scanning-toolset/translation/98417,"",,98417
Code-Scanning-Toolset,Translation,sast,Semgrep,detected,Improper check for unusual or exceptional conditions,"The application was found using `assert` in non-test code. Usually reserved for debug and test\ncode, the `assert`\nfunction is commonly used to test conditions before continuing execution. However, enclosed\ncode will be removed\nwhen compiling Python code to optimized byte code. Depending on the assertion and subsequent\nlogic, this could\nlead to undefined behavior of the application or application crashes.\n\nTo remediate this issue, remove the `assert` calls. If necessary, replace them with either `if`\nconditions or\n`try/except` blocks.\n\nExample using `try/except` instead of `assert`:\n```\n# Below try/except is equal to the assert statement of:\n# assert user.is_authenticated(), ""user must be authenticated""\ntry:\n    if not user.is_authenticated():\n        raise AuthError(""user must be authenticated"")\nexcept AuthError as e:\n    # Handle error\n    # ...\n    # Return, do not continue processing\n    return\n```\n",,info,,CWE-754,"bandit.B101; ""A6:2017 - Security Misconfiguration""; ""A05:2021 - Security Misconfiguration""; ""Bandit Test ID B101""",2026-05-26 10:16:49 UTC,"{""file""=>""src/doctranslator/format/pdf/translation_config.py"", ""start_line""=>287}",false,"",code-scanning-toolset/translation/98418,"",,98418
Code-Scanning-Toolset,Translation,sast,Semgrep,detected,Improper check for unusual or exceptional conditions,"The application was found using `assert` in non-test code. Usually reserved for debug and test\ncode, the `assert`\nfunction is commonly used to test conditions before continuing execution. However, enclosed\ncode will be removed\nwhen compiling Python code to optimized byte code. Depending on the assertion and subsequent\nlogic, this could\nlead to undefined behavior of the application or application crashes.\n\nTo remediate this issue, remove the `assert` calls. If necessary, replace them with either `if`\nconditions or\n`try/except` blocks.\n\nExample using `try/except` instead of `assert`:\n```\n# Below try/except is equal to the assert statement of:\n# assert user.is_authenticated(), ""user must be authenticated""\ntry:\n    if not user.is_authenticated():\n        raise AuthError(""user must be authenticated"")\nexcept AuthError as e:\n    # Handle error\n    # ...\n    # Return, do not continue processing\n    return\n```\n",,info,,CWE-754,"bandit.B101; ""A6:2017 - Security Misconfiguration""; ""A05:2021 - Security Misconfiguration""; ""Bandit Test ID B101""",2026-05-26 10:16:49 UTC,"{""file""=>""src/doctranslator/docvision/table_detection/rapidocr.py"", ""start_line""=>195}",false,"",code-scanning-toolset/translation/98419,"",,98419
Code-Scanning-Toolset,Translation,sast,Semgrep,detected,Improper check for unusual or exceptional conditions,"The application was found using `assert` in non-test code. Usually reserved for debug and test\ncode, the `assert`\nfunction is commonly used to test conditions before continuing execution. However, enclosed\ncode will be removed\nwhen compiling Python code to optimized byte code. Depending on the assertion and subsequent\nlogic, this could\nlead to undefined behavior of the application or application crashes.\n\nTo remediate this issue, remove the `assert` calls. If necessary, replace them with either `if`\nconditions or\n`try/except` blocks.\n\nExample using `try/except` instead of `assert`:\n```\n# Below try/except is equal to the assert statement of:\n# assert user.is_authenticated(), ""user must be authenticated""\ntry:\n    if not user.is_authenticated():\n        raise AuthError(""user must be authenticated"")\nexcept AuthError as e:\n    # Handle error\n    # ...\n    # Return, do not continue processing\n    return\n```\n",,info,,CWE-754,"bandit.B101; ""A6:2017 - Security Misconfiguration""; ""A05:2021 - Security Misconfiguration""; ""Bandit Test ID B101""",2026-05-26 10:16:49 UTC,"{""file""=>""src/doctranslator/format/pdf/document_il/frontend/il_creater.py"", ""start_line""=>1223}",false,"",code-scanning-toolset/translation/98420,"",,98420
Code-Scanning-Toolset,Translation,sast,Semgrep,detected,Improper check for unusual or exceptional conditions,"The application was found using `assert` in non-test code. Usually reserved for debug and test\ncode, the `assert`\nfunction is commonly used to test conditions before continuing execution. However, enclosed\ncode will be removed\nwhen compiling Python code to optimized byte code. Depending on the assertion and subsequent\nlogic, this could\nlead to undefined behavior of the application or application crashes.\n\nTo remediate this issue, remove the `assert` calls. If necessary, replace them with either `if`\nconditions or\n`try/except` blocks.\n\nExample using `try/except` instead of `assert`:\n```\n# Below try/except is equal to the assert statement of:\n# assert user.is_authenticated(), ""user must be authenticated""\ntry:\n    if not user.is_authenticated():\n        raise AuthError(""user must be authenticated"")\nexcept AuthError as e:\n    # Handle error\n    # ...\n    # Return, do not continue processing\n    return\n```\n",,info,,CWE-754,"bandit.B101; ""A6:2017 - Security Misconfiguration""; ""A05:2021 - Security Misconfiguration""; ""Bandit Test ID B101""",2026-05-26 10:16:49 UTC,"{""file""=>""src/doctranslator/pdfminer/pdfdocument.py"", ""start_line""=>348}",false,"",code-scanning-toolset/translation/98421,"",,98421
Code-Scanning-Toolset,Translation,sast,Semgrep,detected,Improper check for unusual or exceptional conditions,"The application was found using `assert` in non-test code. Usually reserved for debug and test\ncode, the `assert`\nfunction is commonly used to test conditions before continuing execution. However, enclosed\ncode will be removed\nwhen compiling Python code to optimized byte code. Depending on the assertion and subsequent\nlogic, this could\nlead to undefined behavior of the application or application crashes.\n\nTo remediate this issue, remove the `assert` calls. If necessary, replace them with either `if`\nconditions or\n`try/except` blocks.\n\nExample using `try/except` instead of `assert`:\n```\n# Below try/except is equal to the assert statement of:\n# assert user.is_authenticated(), ""user must be authenticated""\ntry:\n    if not user.is_authenticated():\n        raise AuthError(""user must be authenticated"")\nexcept AuthError as e:\n    # Handle error\n    # ...\n    # Return, do not continue processing\n    return\n```\n",,info,,CWE-754,"bandit.B101; ""A6:2017 - Security Misconfiguration""; ""A05:2021 - Security Misconfiguration""; ""Bandit Test ID B101""",2026-05-26 10:16:49 UTC,"{""file""=>""src/doctranslator/format/pdf/document_il/midend/typesetting.py"", ""end_line""=>790, ""start_line""=>788}",false,"",code-scanning-toolset/translation/98422,"",,98422
Code-Scanning-Toolset,Translation,sast,Semgrep,detected,Improper check for unusual or exceptional conditions,"The application was found using `assert` in non-test code. Usually reserved for debug and test\ncode, the `assert`\nfunction is commonly used to test conditions before continuing execution. However, enclosed\ncode will be removed\nwhen compiling Python code to optimized byte code. Depending on the assertion and subsequent\nlogic, this could\nlead to undefined behavior of the application or application crashes.\n\nTo remediate this issue, remove the `assert` calls. If necessary, replace them with either `if`\nconditions or\n`try/except` blocks.\n\nExample using `try/except` instead of `assert`:\n```\n# Below try/except is equal to the assert statement of:\n# assert user.is_authenticated(), ""user must be authenticated""\ntry:\n    if not user.is_authenticated():\n        raise AuthError(""user must be authenticated"")\nexcept AuthError as e:\n    # Handle error\n    # ...\n    # Return, do not continue processing\n    return\n```\n",,info,,CWE-754,"bandit.B101; ""A6:2017 - Security Misconfiguration""; ""A05:2021 - Security Misconfiguration""; ""Bandit Test ID B101""",2026-05-26 10:16:49 UTC,"{""file""=>""src/doctranslator/pdfminer/layout.py"", ""start_line""=>194}",false,"",code-scanning-toolset/translation/98423,"",,98423
Code-Scanning-Toolset,Translation,sast,Semgrep,detected,Improper check for unusual or exceptional conditions,"The application was found using `assert` in non-test code. Usually reserved for debug and test\ncode, the `assert`\nfunction is commonly used to test conditions before continuing execution. However, enclosed\ncode will be removed\nwhen compiling Python code to optimized byte code. Depending on the assertion and subsequent\nlogic, this could\nlead to undefined behavior of the application or application crashes.\n\nTo remediate this issue, remove the `assert` calls. If necessary, replace them with either `if`\nconditions or\n`try/except` blocks.\n\nExample using `try/except` instead of `assert`:\n```\n# Below try/except is equal to the assert statement of:\n# assert user.is_authenticated(), ""user must be authenticated""\ntry:\n    if not user.is_authenticated():\n        raise AuthError(""user must be authenticated"")\nexcept AuthError as e:\n    # Handle error\n    # ...\n    # Return, do not continue processing\n    return\n```\n",,info,,CWE-754,"bandit.B101; ""A6:2017 - Security Misconfiguration""; ""A05:2021 - Security Misconfiguration""; ""Bandit Test ID B101""",2026-05-26 10:16:49 UTC,"{""file""=>""src/doctranslator/tools/generate_font_metadata.py"", ""end_line""=>80, ""start_line""=>78}",false,"",code-scanning-toolset/translation/98424,"",,98424
Code-Scanning-Toolset,Translation,sast,Semgrep,detected,Improper check for unusual or exceptional conditions,"The application was found using `assert` in non-test code. Usually reserved for debug and test\ncode, the `assert`\nfunction is commonly used to test conditions before continuing execution. However, enclosed\ncode will be removed\nwhen compiling Python code to optimized byte code. Depending on the assertion and subsequent\nlogic, this could\nlead to undefined behavior of the application or application crashes.\n\nTo remediate this issue, remove the `assert` calls. If necessary, replace them with either `if`\nconditions or\n`try/except` blocks.\n\nExample using `try/except` instead of `assert`:\n```\n# Below try/except is equal to the assert statement of:\n# assert user.is_authenticated(), ""user must be authenticated""\ntry:\n    if not user.is_authenticated():\n        raise AuthError(""user must be authenticated"")\nexcept AuthError as e:\n    # Handle error\n    # ...\n    # Return, do not continue processing\n    return\n```\n",,info,,CWE-754,"bandit.B101; ""A6:2017 - Security Misconfiguration""; ""A05:2021 - Security Misconfiguration""; ""Bandit Test ID B101""",2026-05-26 10:16:49 UTC,"{""file""=>""src/doctranslator/pdfminer/pdfdocument.py"", ""start_line""=>694}",false,"",code-scanning-toolset/translation/98425,"",,98425
Code-Scanning-Toolset,Translation,sast,Semgrep,detected,Improper check for unusual or exceptional conditions,"The application was found using `assert` in non-test code. Usually reserved for debug and test\ncode, the `assert`\nfunction is commonly used to test conditions before continuing execution. However, enclosed\ncode will be removed\nwhen compiling Python code to optimized byte code. Depending on the assertion and subsequent\nlogic, this could\nlead to undefined behavior of the application or application crashes.\n\nTo remediate this issue, remove the `assert` calls. If necessary, replace them with either `if`\nconditions or\n`try/except` blocks.\n\nExample using `try/except` instead of `assert`:\n```\n# Below try/except is equal to the assert statement of:\n# assert user.is_authenticated(), ""user must be authenticated""\ntry:\n    if not user.is_authenticated():\n        raise AuthError(""user must be authenticated"")\nexcept AuthError as e:\n    # Handle error\n    # ...\n    # Return, do not continue processing\n    return\n```\n",,info,,CWE-754,"bandit.B101; ""A6:2017 - Security Misconfiguration""; ""A05:2021 - Security Misconfiguration""; ""Bandit Test ID B101""",2026-05-26 10:16:49 UTC,"{""file""=>""src/doctranslator/format/pdf/document_il/utils/matrix_helper.py"", ""start_line""=>202}",false,"",code-scanning-toolset/translation/98426,"",,98426
Code-Scanning-Toolset,Translation,sast,Semgrep,detected,Improper check for unusual or exceptional conditions,"The application was found using `assert` in non-test code. Usually reserved for debug and test\ncode, the `assert`\nfunction is commonly used to test conditions before continuing execution. However, enclosed\ncode will be removed\nwhen compiling Python code to optimized byte code. Depending on the assertion and subsequent\nlogic, this could\nlead to undefined behavior of the application or application crashes.\n\nTo remediate this issue, remove the `assert` calls. If necessary, replace them with either `if`\nconditions or\n`try/except` blocks.\n\nExample using `try/except` instead of `assert`:\n```\n# Below try/except is equal to the assert statement of:\n# assert user.is_authenticated(), ""user must be authenticated""\ntry:\n    if not user.is_authenticated():\n        raise AuthError(""user must be authenticated"")\nexcept AuthError as e:\n    # Handle error\n    # ...\n    # Return, do not continue processing\n    return\n```\n",,info,,CWE-754,"bandit.B101; ""A6:2017 - Security Misconfiguration""; ""A05:2021 - Security Misconfiguration""; ""Bandit Test ID B101""",2026-05-26 10:16:49 UTC,"{""file""=>""src/doctranslator/pdfminer/layout.py"", ""start_line""=>372}",false,"",code-scanning-toolset/translation/98427,"",,98427
Code-Scanning-Toolset,Translation,sast,Semgrep,detected,Improper check for unusual or exceptional conditions,"The application was found using `assert` in non-test code. Usually reserved for debug and test\ncode, the `assert`\nfunction is commonly used to test conditions before continuing execution. However, enclosed\ncode will be removed\nwhen compiling Python code to optimized byte code. Depending on the assertion and subsequent\nlogic, this could\nlead to undefined behavior of the application or application crashes.\n\nTo remediate this issue, remove the `assert` calls. If necessary, replace them with either `if`\nconditions or\n`try/except` blocks.\n\nExample using `try/except` instead of `assert`:\n```\n# Below try/except is equal to the assert statement of:\n# assert user.is_authenticated(), ""user must be authenticated""\ntry:\n    if not user.is_authenticated():\n        raise AuthError(""user must be authenticated"")\nexcept AuthError as e:\n    # Handle error\n    # ...\n    # Return, do not continue processing\n    return\n```\n",,info,,CWE-754,"bandit.B101; ""A6:2017 - Security Misconfiguration""; ""A05:2021 - Security Misconfiguration""; ""Bandit Test ID B101""",2026-05-26 10:16:49 UTC,"{""file""=>""src/doctranslator/pdfminer/pdftypes.py"", ""end_line""=>379, ""start_line""=>377}",false,"",code-scanning-toolset/translation/98428,"",,98428
